date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:17	16262/16262	---M-Z	200	added ('OK')	text/html	etag:%223f86-62b5caca52c44-gzip%22	https://ribegatan.se/Garage.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Garage.html	(from https://ribegatan.se/Parkerings-bolag.html)
16:55:17	310/310	---M--	200	added ('OK')	image/png	etag:%22136-5edcf91021298%22	https://ribegatan.se/img/gre/Knapp-2-Garage.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Garage.png	(from https://ribegatan.se/Parkerings-bolag.html)
16:55:17	18398/18398	---M-Z	200	added ('OK')	text/html	etag:%2247de-62b5cacec5ed6-gzip%22	https://ribegatan.se/Parkering.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Parkering.html	(from https://ribegatan.se/Parkerings-bolag.html)
16:55:17	447/447	---M--	200	added ('OK')	image/png	etag:%221bf-5edcf908f4fa4%22	https://ribegatan.se/img/gre/Knapp-2-Besoeks-parkering.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Besoeks-parkering.png	(from https://ribegatan.se/Parkerings-bolag.html)
16:55:17	15126/15126	---M-Z	200	added ('OK')	text/html	etag:%223b16-62b5cac7477b8-gzip%22	https://ribegatan.se/Biltrafikgarageochutomhusparkering.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Biltrafikgarageochutomhusparkering.html	(from https://ribegatan.se/Parkerings-bolag.html)
16:55:18	440/440	---M--	200	added ('OK')	image/png	etag:%221b8-5edcf90d0b211%22	https://ribegatan.se/img/gre/Knapp-2-Extra-garageplats.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Extra-garageplats.png	(from https://ribegatan.se/Parkerings-bolag.html)
16:55:18	1567/1567	---M--	200	added ('OK')	image/png	etag:%2261f-5edcf9173db6a%22	https://ribegatan.se/img/gre/Knapp-2-Parkerings-bolag_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Parkerings-bolag_2.png	(from https://ribegatan.se/Parkerings-bolag.html)
16:55:18	1462/1462	---M--	200	added ('OK')	image/png	etag:%225b6-5edcf913a494d%22	https://ribegatan.se/img/gre/Knapp-2-Krypgrund_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Krypgrund_2.png	(from https://ribegatan.se/Krypgrund.html)
16:55:19	1443/1443	---M--	200	added ('OK')	image/png	etag:%225a3-5edcf9184bc15%22	https://ribegatan.se/img/gre/Knapp-2-Snoeroejning_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Snoeroejning_2.png	(from https://ribegatan.se/Snoeroejning.html)
16:55:19	1320/1320	---M--	200	added ('OK')	image/png	etag:%22528-5edcf90db9eea%22	https://ribegatan.se/img/gre/Knapp-2-Faerg_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Faerg_2.png	(from https://ribegatan.se/Faerg.html)
16:55:19	1580/1580	---M--	200	added ('OK')	image/png	etag:%2262c-5edcf912a2c48%22	https://ribegatan.se/img/gre/Knapp-2-Information-till-boende_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Information-till-boende_2.png	(from https://ribegatan.se/Information-till-boende.html)
16:55:20	2360482/2360482	---M--	200	added ('OK')	application/pdf	etag:%222404a2-5edcf953a470c%22	https://ribegatan.se/res/Husgrunder/INSP-RIBE_uppdaterad_bilder_paa_alla_haenvisningar.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Husgrunder/INSP-RIBE_uppdaterad_bilder_paa_alla_haenvisningar.pdf	(from https://ribegatan.se/Krypgrund.html)
16:55:20	1427/1427	---M--	200	added ('OK')	image/png	etag:%22593-5edcf90ebac48%22	https://ribegatan.se/img/gre/Knapp-2-Foereningen_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Foereningen_2.png	(from https://ribegatan.se/Foereningen.html)
16:55:20	25523/25523	---M-Z	200	added ('OK')	text/html	etag:%2263b3-62b5cad0ea815-gzip%22	https://ribegatan.se/Stadgar.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Stadgar.html	(from https://ribegatan.se/Foereningen.html)
16:55:20	1326001/1326001	---M--	200	added ('OK')	application/pdf	etag:%22143bb1-5edcf94829022%22	https://ribegatan.se/res/Boendeinformation/Info-till-boende-2016.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Boendeinformation/Info-till-boende-2016.pdf	(from https://ribegatan.se/Information-till-boende.html)
16:55:20	319/319	---M--	200	added ('OK')	image/png	etag:%2213f-5edcf9192c5d9%22	https://ribegatan.se/img/gre/Knapp-2-Stadgar.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Stadgar.png	(from https://ribegatan.se/Foereningen.html)
16:55:21	18440/18440	---M-Z	200	added ('OK')	text/html	etag:%224808-62b5cac58972e-gzip%22	https://ribegatan.se/Anlaeggningar.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Anlaeggningar.html	(from https://ribegatan.se/Foereningen.html)
16:55:21	375/375	---M--	200	added ('OK')	image/png	etag:%22177-5edcf906e005e%22	https://ribegatan.se/img/gre/Knapp-2-Anlaeggningar.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Anlaeggningar.png	(from https://ribegatan.se/Foereningen.html)
16:55:21	73234/73234	---M-Z	200	added ('OK')	text/html	etag:%2211e12-62b5cad2076aa-gzip%22	https://ribegatan.se/Styrelseprotokoll.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Styrelseprotokoll.html	(from https://ribegatan.se/Foereningen.html)
16:55:21	449/449	---M--	200	added ('OK')	image/png	etag:%221c1-5edcf91b78412%22	https://ribegatan.se/img/gre/Knapp-2-Styrelseprotokoll.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Styrelseprotokoll.png	(from https://ribegatan.se/Foereningen.html)
16:55:22	30968/30968	---M-Z	200	added ('OK')	text/html	etag:%2278f8-62b5cad126d28-gzip%22	https://ribegatan.se/Staemmoprotokoll.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Staemmoprotokoll.html	(from https://ribegatan.se/Foereningen.html)
16:55:22	407/407	---M--	200	added ('OK')	image/png	etag:%22197-5edcf919bd20b%22	https://ribegatan.se/img/gre/Knapp-2-Staemmoprotokoll.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Staemmoprotokoll.png	(from https://ribegatan.se/Foereningen.html)
16:55:22	44411/44411	---M-Z	200	added ('OK')	text/html	etag:%22ad7b-62b5cace1a8fd-gzip%22	https://ribegatan.se/NyhetsbrevetRibeInfo.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/NyhetsbrevetRibeInfo.html	(from https://ribegatan.se/Foereningen.html)
16:55:22	504/504	---M--	200	added ('OK')	image/png	etag:%221f8-5edcf9147b2e5%22	https://ribegatan.se/img/gre/Knapp-2-NyhetsbrevetRibeInfo.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-NyhetsbrevetRibeInfo.png	(from https://ribegatan.se/Foereningen.html)
16:55:23	21619/21619	---M-Z	200	added ('OK')	text/html	etag:%225473-62b5cac880f81-gzip%22	https://ribegatan.se/Bygglov.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Bygglov.html	(from https://ribegatan.se/Foereningen.html)
16:55:23	26058/26058	---M-Z	200	added ('OK')	text/html	etag:%2265ca-62b5cad1639f2-gzip%22	https://ribegatan.se/Styrelsemedlemmar-revisorer.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Styrelsemedlemmar-revisorer.html	(from https://ribegatan.se/Foereningen.html)
16:55:23	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-5edcf91b188b9%22	https://ribegatan.se/img/gre/Knapp-2-Styrelsen_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Styrelsen_2.png	(from https://ribegatan.se/Styrelsen.html)
16:55:23	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5edcf91a60f47%22	https://ribegatan.se/img/gre/Knapp-2-Styrelsemedlemmar-revisorer.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Styrelsemedlemmar-revisorer.png	(from https://ribegatan.se/Styrelsen.html)
16:55:24	512/512	---M--	200	added ('OK')	image/png	etag:%22200-5edcf91603097%22	https://ribegatan.se/img/gre/Knapp-2-Oevrigakontaktpersoner.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Oevrigakontaktpersoner.png	(from https://ribegatan.se/Styrelsen.html)
16:55:24	1339/1339	---M--	200	added ('OK')	image/png	etag:%2253b-5edcf90898754%22	https://ribegatan.se/img/gre/Knapp-2-Avgift_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Avgift_2.png	(from https://ribegatan.se/Avgift.html)
16:55:24	1296/1296	---M--	200	added ('OK')	image/png	etag:%22510-5edcf91c3a94a%22	https://ribegatan.se/img/gre/Knapp-2-TV-._2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-TV-._2.png	(from https://ribegatan.se/TV.html)
16:55:24	1431/1431	---M--	200	added ('OK')	image/png	etag:%22597-5edcf90ab76e3%22	https://ribegatan.se/img/gre/Knapp-2-Bredband_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Bredband_2.png	(from https://ribegatan.se/Bredband.html)
16:55:25	1432/1432	---M--	200	added ('OK')	image/png	etag:%22598-5edcf90f437d2%22	https://ribegatan.se/img/gre/Knapp-2-Foermaaner_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Foermaaner_2.png	(from https://ribegatan.se/Foermaaner.html)
16:55:25	70428/70428	---M--	200	added ('OK')	application/pdf	etag:%221131c-5edcf95821dcf%22	https://ribegatan.se/res/Rabatter/regionala_medlemsformaner_2007.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Rabatter/regionala_medlemsformaner_2007.pdf	(from https://ribegatan.se/Foermaaner.html)
16:55:25	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Feb%202026%2015:55:25%20GMT	https://ribegatan.se/css/swLaenkar-Tips.css	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/css/swLaenkar-Tips.css	(from https://ribegatan.se/Foenster.html)
16:55:26	1390/1390	---M--	200	added ('OK')	image/png	etag:%2256e-5edcf90e3c8d8%22	https://ribegatan.se/img/gre/Knapp-2-Foenster_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Foenster_2.png	(from https://ribegatan.se/Foenster.html)
16:55:26	663327/663327	---M--	200	added ('OK')	application/pdf	etag:%22a1f1f-5edcf95be962d%22	https://ribegatan.se/res/Renovering/fonsterrenovering.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/fonsterrenovering.pdf	(from https://ribegatan.se/Foenster.html)
16:55:26	49460/49460	---M--	200	added ('OK')	image/gif	etag:%22c134-5edcf95c6898e%22	https://ribegatan.se/res/Renovering/vindue1.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue1.gif	(from https://ribegatan.se/Foenster.html)
16:55:26	47717/47717	---M--	200	added ('OK')	image/gif	etag:%22ba65-5edcf95d44509%22	https://ribegatan.se/res/Renovering/vindue2.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue2.gif	(from https://ribegatan.se/Foenster.html)
16:55:27	54677/54677	---M--	200	added ('OK')	image/jpeg	etag:%22d595-5edcf95a7bec5%22	https://ribegatan.se/res/Renovering/bottenstycke.jpg	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/bottenstycke.jpg	(from https://ribegatan.se/Foenster.html)
16:55:27	20152/20152	---M--	200	added ('OK')	image/gif	etag:%224eb8-5edcf95aba2dd%22	https://ribegatan.se/res/Renovering/dropplist.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/dropplist.gif	(from https://ribegatan.se/Foenster.html)
16:55:27	48609/48609	---M--	200	added ('OK')	image/gif	etag:%22bde1-5edcf95d907b1%22	https://ribegatan.se/res/Renovering/vindue3.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue3.gif	(from https://ribegatan.se/Foenster.html)
16:55:27	46874/46874	---M--	200	added ('OK')	image/gif	etag:%22b71a-5edcf95dde9b5%22	https://ribegatan.se/res/Renovering/vindue4.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue4.gif	(from https://ribegatan.se/Foenster.html)
16:55:27	45270/45270	---M--	200	added ('OK')	image/gif	etag:%22b0d6-5edcf95e2df4a%22	https://ribegatan.se/res/Renovering/vindue5.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue5.gif	(from https://ribegatan.se/Foenster.html)
16:55:28	44271/44271	---M--	200	added ('OK')	image/gif	etag:%22acef-5edcf95e74c31%22	https://ribegatan.se/res/Renovering/vindue6.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue6.gif	(from https://ribegatan.se/Foenster.html)
16:55:28	53744/53744	---M--	200	added ('OK')	image/gif	etag:%22d1f0-5edcf95ec31f6%22	https://ribegatan.se/res/Renovering/vindue7.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue7.gif	(from https://ribegatan.se/Foenster.html)
16:55:28	47383/47383	---M--	200	added ('OK')	image/gif	etag:%22b917-5edcf95f0b64a%22	https://ribegatan.se/res/Renovering/vindue8.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue8.gif	(from https://ribegatan.se/Foenster.html)
16:55:29	53185/53185	---M--	200	added ('OK')	image/gif	etag:%22cfc1-5edcf95f52eac%22	https://ribegatan.se/res/Renovering/vindue9.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue9.gif	(from https://ribegatan.se/Foenster.html)
16:55:29	45698/45698	---M--	200	added ('OK')	image/gif	etag:%22b282-5edcf95cadedd%22	https://ribegatan.se/res/Renovering/vindue10.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue10.gif	(from https://ribegatan.se/Foenster.html)
16:55:29	48768/48768	---M--	200	added ('OK')	image/gif	etag:%22be80-5edcf95cf6ac2%22	https://ribegatan.se/res/Renovering/vindue11.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/vindue11.gif	(from https://ribegatan.se/Foenster.html)
16:55:29	17417/17417	---M--	200	added ('OK')	image/jpeg	etag:%224409-5edcf95c22831%22	https://ribegatan.se/res/Renovering/urban.jpg	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/urban.jpg	(from https://ribegatan.se/Foenster.html)
16:55:29	1329/1329	---M--	200	added ('OK')	image/png	etag:%22531-5edcf916bb98c%22	https://ribegatan.se/img/gre/Knapp-2-Panel_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Panel_2.png	(from https://ribegatan.se/Panel.html)
16:55:30	34586/34586	---M--	200	added ('OK')	image/gif	etag:%22871a-5edcf93a8d59c%22	https://ribegatan.se/res/Bilderallmant/kalad_ribelakt_liten.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Bilderallmant/kalad_ribelakt_liten.gif	(from https://ribegatan.se/Panel.html)
16:55:30	1539/1539	---M--	200	added ('OK')	image/png	etag:%22603-5edcf91e5bfb2%22	https://ribegatan.se/img/gre/Knapp-2-Vaerme-vatten_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Vaerme-vatten_2.png	(from https://ribegatan.se/Vaerme-vatten.html)
16:55:30	87970/87970	---M--	200	added ('OK')	application/pdf	etag:%22157a2-5edcf9a73fc4f%22	https://ribegatan.se/res/Varmeochvatten/Ribe-SFF-Vaerme-Vattenfoerbrukning-2017-10-12.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Varmeochvatten/Ribe-SFF-Vaerme-Vattenfoerbrukning-2017-10-12.pdf	(from https://ribegatan.se/Vaerme-vatten.html)
16:55:31	150644/150644	---M--	200	added ('OK')	application/pdf	etag:%2224c74-5edcf9a7a8bce%22	https://ribegatan.se/res/Varmeochvatten/skisspamatarskap.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Varmeochvatten/skisspamatarskap.pdf	(from https://ribegatan.se/Vaerme-vatten.html)
16:55:31	1438/1438	---M--	200	added ('OK')	image/png	etag:%2259e-5edcf91d44746%22	https://ribegatan.se/img/gre/Knapp-2-Termostat_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Termostat_2.png	(from https://ribegatan.se/Termostat.html)
16:55:31	191219/191219	---M--	200	added ('OK')	application/pdf	etag:%222eaf3-5edcf9a6e85e3%22	https://ribegatan.se/res/Varmeochvatten/Instruktion-lufta-radiatorer.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Varmeochvatten/Instruktion-lufta-radiatorer.pdf	(from https://ribegatan.se/Termostat.html)
16:55:31	1421/1421	---M--	200	added ('OK')	image/png	etag:%2258d-5edcf90bb45c6%22	https://ribegatan.se/img/gre/Knapp-2-Bygglov_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Bygglov_2.png	(from https://ribegatan.se/Byggnationer.html)
16:55:32	1394/1394	---M--	200	added ('OK')	image/png	etag:%22572-5edcf91cbdaff%22	https://ribegatan.se/img/gre/Knapp-2-Takflaekt_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Takflaekt_2.png	(from https://ribegatan.se/Takflaekt.html)
16:55:32	1329/1329	---M--	200	added ('OK')	image/png	etag:%22531-5edcf91323ac7%22	https://ribegatan.se/img/gre/Knapp-2-Karta_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Karta_2.png	(from https://ribegatan.se/Karta.html)
16:55:32	542089/542089	---M--	200	added ('OK')	application/pdf	etag:%2284589-5edcf95a3692b%22	https://ribegatan.se/res/Renovering/Lagerbyte-flaektmotor.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Renovering/Lagerbyte-flaektmotor.pdf	(from https://ribegatan.se/Takflaekt.html)
16:55:33	49757/49757	---M--	200	added ('OK')	image/gif	etag:%22c25d-5edcf956a8e7a%22	https://ribegatan.se/res/Karta/ribekarta.gif	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Karta/ribekarta.gif	(from https://ribegatan.se/Karta.html)
16:55:33	269197/269197	---M--	200	added ('OK')	application/pdf	etag:%2241b8d-5edcf9573a2b9%22	https://ribegatan.se/res/Karta/ribekarta.pdf	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Karta/ribekarta.pdf	(from https://ribegatan.se/Karta.html)
16:55:33	1378/1378	---M--	200	added ('OK')	image/png	etag:%22562-5edcf917be624%22	https://ribegatan.se/img/gre/Knapp-2-Skoetsel_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Skoetsel_2.png	(from https://ribegatan.se/Skoetsel.html)
16:55:33	1372/1372	---M--	200	added ('OK')	image/png	etag:%2255c-5edcf909a020d%22	https://ribegatan.se/img/gre/Knapp-2-Biltrafik_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Biltrafik_2.png	(from https://ribegatan.se/Biltrafik.html)
16:55:34	445/445	---M--	200	added ('OK')	image/png	etag:%221bd-5edcf91711864%22	https://ribegatan.se/img/gre/Knapp-2-Parkerings-bolag.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Parkerings-bolag.png	(from https://ribegatan.se/Biltrafik.html)
16:55:34	1341/1341	---M--	200	added ('OK')	image/png	etag:%2253d-5edcf9080dc99%22	https://ribegatan.se/img/gre/Knapp-2-Avfall_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Avfall_2.png	(from https://ribegatan.se/Sophaemtning.html)
16:55:34	1481/1481	---M--	200	added ('OK')	image/png	etag:%225c9-5edcf918d7a3e%22	https://ribegatan.se/img/gre/Knapp-2-Sophaemtning_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Sophaemtning_2.png	(from https://ribegatan.se/Sophaemtning.html)
16:55:34	14703/14703	---M-Z	200	added ('OK')	text/html	etag:%22396f-62b5cac48d7a3-gzip%22	https://ribegatan.se/Aatervinning.html	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/Aatervinning.html	(from https://ribegatan.se/Sophaemtning.html)
16:55:35	359/359	---M--	200	added ('OK')	image/png	etag:%22167-5edcf905e0297%22	https://ribegatan.se/img/gre/Knapp-2-Aatervinning.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Aatervinning.png	(from https://ribegatan.se/Sophaemtning.html)
16:55:35	1671/1671	---M--	200	added ('OK')	image/png	etag:%22687-5edcf91dd5b93%22	https://ribegatan.se/img/gre/Knapp-2-Tvaettstugor-traefflokaler_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Tvaettstugor-traefflokaler_2.png	(from https://ribegatan.se/Tvaettstugor-traefflokaler.html)
16:55:35	1645/1645	---M--	200	added ('OK')	image/png	etag:%2266d-5edcf91635cd5%22	https://ribegatan.se/img/gre/Knapp-2-Oevrigakontaktpersoner_2.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/img/gre/Knapp-2-Oevrigakontaktpersoner_2.png	(from https://ribegatan.se/Oevrigakontaktpersoner.html)
16:55:36	8085/8085	---M--	200	added ('OK')	image/png	etag:%221f95-5edcf93f43a84%22	https://ribegatan.se/res/Bilderkvarteretbygg/histo_bild7.png	D:/APPS%20By%20RobinAyzit/Ribegatan/Ribegatan%20NYASTE%202026-02-12/Ribegatan/ribegatan.se/res/Bilderkvarteretbygg/histo_bild7.png	(from https://ribegatan.se/Byggstart-Ribe-Februari-1979.html)
